% Context
% Information about more than 4600 companies tradable on Robinhood website
% Source
% The information is scraped from Robinhood website
% Inspiration
% The dataset contains useful information about Public Companies are being traded in US Stock market. Information about company size, market cap, PE ratio, list date, etc. is provided which can provide some insights about stock market in the US.
@RELATION Stock-Information

@ATTRIBUTE simple_name STRING
@ATTRIBUTE name STRING
@ATTRIBUTE symbol STRING
@ATTRIBUTE bloomberg_unique STRING
@ATTRIBUTE margin_initial_ratio REAL
@ATTRIBUTE maintenance_ratio REAL
@ATTRIBUTE country STRING
@ATTRIBUTE day_trade_ratio REAL
@ATTRIBUTE list_date STRING
@ATTRIBUTE type STRING
@ATTRIBUTE default_collar_fraction REAL
@ATTRIBUTE open REAL
@ATTRIBUTE high REAL
@ATTRIBUTE low REAL
@ATTRIBUTE volume INTEGER
@ATTRIBUTE average_volume_2_weeks REAL
@ATTRIBUTE average_volume REAL
@ATTRIBUTE high_52_weeks REAL
@ATTRIBUTE dividend_yield REAL
@ATTRIBUTE float REAL
@ATTRIBUTE low_52_weeks REAL
@ATTRIBUTE market_cap REAL
@ATTRIBUTE pb_ratio REAL
@ATTRIBUTE pe_ratio REAL
@ATTRIBUTE shares_outstanding REAL
@ATTRIBUTE description STRING
@ATTRIBUTE ceo STRING
@ATTRIBUTE headquarters_city STRING
@ATTRIBUTE headquarters_state STRING
@ATTRIBUTE sector STRING
@ATTRIBUTE industry STRING
@ATTRIBUTE num_employees REAL
@ATTRIBUTE year_founded REAL

@DATA
'Stars Group','The Stars Group Inc. Common Stock',TSG,EQ0000000011368265,0.5,0.25,CA,0.25,7/16/2007,stock,0.05,23.83,23.92,23.47,1311977,2551214.0,2551214.0,26.64,?,273507000.0,12.59,6613852891.0,1.5829,102.71,288625000.0,'The Stars Group, Inc. provides technology-based products and services in the global gaming and interactive entertainment industries. It owns gaming and related consumer businesses and brands, including PokerStars, PokerStars Casino, BetStars, Full Tilt, StarsDraft, and the PokerStars Championship and PokerStars Festival live poker tour brands. The firm operates through the Business-to-Consumer segment. The B2C segment is divided into the Poker, and Casino and Sportsbook business lines. It offers non-poker gaming products, including casino, sportsbook and daily fantasy sports. The company was founded on January 30, 2004 and is headquartered in Toronto, Canada.','Rafael Ashkenazi',Toronto,Ontario,'Consumer Services',Casinos/Gaming,4516.0,2004.0
'Noodles  Co.','Noodles  Company Class A Common Stock',NDLS,EQ0000000016094316,0.68,0.6,US,0.25,6/28/2013,stock,0.05,7.84,7.95,7.55,170006,622317.6,622317.6,9.06,?,33612586.8,4.45,358368073.0,6.87699,215.301,44134000.0,'Noodles  Co. develops and operates fast-casual restaurants which offers lunch and dinner meals. It serves cooked-to-order dishes, which include noodles and pasta, soups, salads, sandwiches, and appetizers. The company was founded by Aaron Kennedy in 1995 and is headquartered in Broomfield, CO.','David James Boennighausen',Broomfield,Colorado,'Consumer Services',Restaurants,8900.0,1995.0
'Dolphin Entertainment','Dolphin Entertainment, Inc. Common Stock',DLPN,EQ0000000002705602,1.0,1.0,US,0.25,12/21/2017,stock,0.05,0.6401,0.6768,0.63,80353,149095.5,149095.5,1.9,?,11253900.0,0.452,11780554.0,1.1792,?,17893000.0,'Dolphin Entertainment, Inc. is an independent entertainment marketing and premium content development company, which engages in the provision of marketing and publicity services to major film studios, and many of the independent and digital content providers. It operates through the following segments: Entertainment Publicity  Marketing and Content Production. The Entertainment Publicity  Marketing segment includes 42West and provides clients with diversified services, including public relations, entertainment content marketing and strategic marketing consulting. The Content Production segment comprises of Dolphin Entertainment, Dolphin Films, and Dolphin Digital Studios and specializes in the production and distribution of digital content and feature films. The company was founded on March 7, 1995 and is headquartered in Coral Gables, FL.','William O\'Dowd','Coral Gables',Florida,'Consumer Services',Movies/Entertainment,144.0,1995.0
Lionsgate,'Lions Gate Entertainment Corp. Class B Non-Voting Shares',LGF.B,EQ0000000053227109,0.68,0.6,US,0.25,12/9/2016,stock,0.05,7.55,7.56,7.31,550126,1205455.5,1205455.5,16.55,1.19205,123597125.8,7.06,1674765869.0,0.598404,?,220099000.0,'Lions Gate Entertainment Corp. engages in motion picture production and distribution, television programming and syndication, home entertainment, family entertainment, digital distribution, new channel platforms and international distribution and sales. It operates through the following business segments: Motion Pictures, Media Networks and Television Production. The Motion Pictures segment consists of the development and production of feature films, acquisition of North American and worldwide distribution rights, North American theatrical, home entertainment and television distribution of feature films produced and acquired, and worldwide licensing of distribution rights to feature films produced and acquired. The Television Production segment involves in the development, production and worldwide distribution of television productions, including television series, television movies and mini-series and non-fiction programming. The Media Networks segment consists of starz networks, which includes the licensing of premium subscription video programming to U.S. multichannel video programming distributors; streaming services, which represents the Lionsgate legacy start-up direct to consumer streaming services on its subscription video-on-demand; and content  other, which includes the licensing of the Media Networks\' original series programming to digital media platforms, international television networks, home entertainment and other ancillary markets. The company was founded by Frank Guistra in 1987 and is headquartered in Santa Monica, CA.','Jon Feltheimer','Santa Monica',California,'Consumer Services',Movies/Entertainment,1415.0,1987.0
'Chanticleer Holdings','Chanticleer Holdings, Inc. Common Stock',BURG,EQ0000000001847200,1.0,1.0,US,0.25,6/21/2012,stock,0.05,0.56,0.56,0.55,11671,60768.2,60768.2,2.95,?,10596564.84,0.3898,4354456.0,0.233747,?,11171000.0,'Chanticleer Holdings, Inc. engages in the ownership, operation, and franchising of fast casual dining concepts domestically and internationally. It operates through the following business segments: Hooters Full Service, Better Burgers Fast Casual, Just Fresh Fast Causal, and Corporate and Other. The company was founded by Michael D. Pruitt in February 2005 and is headquartered in Charlotte, NC.','Michael D. Pruitt',Charlotte,'North Carolina','Consumer Services',Restaurants,876.0,2005.0
'Niu Technologies','Niu Technologies American Depositary Shares',NIU,EQ0000000068389595,0.68,0.6,CN,0.25,10/19/2018,adr,0.05,8.82,8.86,8.64,33660,215295.3,215295.3,13.6,?,62813286.04,5.33,633351501.0,6.39665,?,64016019.0,'Niu Technologies is a holding company, which engages in the provision of urban mobility solutions. It involves in the design, manufacture, and sale of lithium-ion battery-powered e-scooters. The company was founded in September 2014 and is headquartered in Beijing, China.','Yan Li',Beijing,Beijing,'Consumer Durables','Motor Vehicles',413.0,2014.0
Diageo,'Diageo plc',DEO,EQ0011168000009001,0.5,0.25,GB,0.25,12/17/1997,adr,0.05,145.54,146.735,144.24,336162,642803.4,642803.4,176.22,2.40606,583481000.0,138.91,82549616616.0,8.4514,21.93,583485000.0,'Diageo Plc engages in the production and distribution of alcoholic beverages. Its brands include Johnnie Walker, Crown Royal, JeB, Buchanan\'s, Windsor and Bushmills whiskies, Smirnoff, Ciroc and Ketel One vodkas, Captain Morgan, Baileys, Don Julio, Tanqueray, and Guinness. It operates through the following geographical segments: North America; Europe and Turkey; Africa; Latin America and Caribbean; Asia Pacific; ISC; and Corporate and Other. The company was founded on October 21, 1886 and is headquartered in London, the United Kingdom.','Ivan M. Menezes',London,'Greater London','Consumer Non-Durables','Beverages: Alcoholic',28150.0,1886.0
Carrols,'Carrols Restaurant Group, Inc. Common Stock',TAST,EQ0000000001173776,0.8,0.75,US,0.25,12/15/2006,stock,0.05,3.81,3.9,3.52,405622,715927.1,715927.1,10.9,?,33962369.26,3.52,213871750.0,0.601953,?,51847700.0,'Carrols Restaurant Group, Inc. owns and operates restaurants under the Burger King brand. It serves flame-broiled whopper sandwich, hamburgers, chicken and other specialty sandwiches, fries, salads, breakfast items, smoothies, frappes and other snacks. The company was founded in 1960 and is headquartered in Syracuse, NY.','Daniel T. Accordino',Syracuse,'New York','Consumer Services',Restaurants,24500.0,1960.0
'Drive Shack','Drive Shack Inc.',DS,EQ0000000000235832,1.0,1.0,US,0.25,10/10/2002,stock,0.05,2.62,2.64,2.523,277137,550721.1,550721.1,5.62,?,59080359.36,2.523,191780151.0,8.2017,?,67056000.0,'Drive Shack, Inc. engages in golf-related leisure and entertainment businesses. It operates through the following segments: Traditional Golf properties, Entertainment Golf venues, and Corporate. The Traditional Golf properties segment operates and owns golf properties. The Entertainment Golf venues segment plans to open a chain of gold, competition, dining, and fun. The Corporate segment consists primarily of interest income on short-term investments, general and administrative expenses, etc. The company was founded in June 2002 and is headquartered in New York, NY.','Hana Khouri','New York','New York','Consumer Services',Movies/Entertainment,3923.0,2002.0
JAKKS,'JAKKS Pacific, Inc. Common Stock',JAKK,EQ0018643100001000,1.0,1.0,US,0.25,6/29/1998,stock,0.05,0.6636,0.6895,0.5971,29108,89873.3,89873.3,1.58,?,19702530.12,0.5127,24872343.0,1.11949,?,35210000.0,'JAKKS Pacific, Inc. engages in the design, development, and sale of toys, consumables, electronics, kid\'s indoor and outdoor furniture, and other consumer products. It operates through the following business segments: United States and Canada, International and Halloween. The United States and Canada segment includes action figures, vehicles, play sets, plush products, dolls, electronic products, construction toys, infant and pre-school toys, role play and everyday costume play, foot to floor ride-on vehicles, wagons, novelty toys, seasonal and outdoor products, kids\' indoor and outdoor furniture, and pet treats, and related products, primarily within the United States and Canada. The International segment is responsible for the marketing and sale of toy products in markets outside of the United States and Canada, primarily in the European, Asia Pacific, and Latin and South American regions. The Halloween segment is the marketing and sale of Halloween costumes and accessories and everyday costume play products, primarily in the United States and Canada. The company was founded by Stephen G. Berman and Jack Friedman in January 1995 and is headquartered in Santa Monica, CA.','Stephen G. Berman','Santa Monica',California,'Consumer Durables','Recreational Products',626.0,1995.0
'Urban One','Urban One, Inc. Class A Common Stock',UONE,EQ0023148800001000,1.0,1.0,US,0.25,5/6/1999,stock,0.05,2.0,2.0,2.0,53,594.1,594.1,3.28,?,920100.692,1.72,84153170.0,0.485293,0.744657,46020749.0,'Urban One, Inc. is a multi-media company, which engages in the radio broadcasting operation that targets African-American and urban listeners. It operates through the following segments: Radio Broadcasting, Reach Media, Digital, and Cable Television. The Radio Broadcasting segment includes all the broadcasting related operations. The Reach Media segment consists of the Tom Joyner Morning Show and its related activities. The Digital segment focuses on its online business, including the operations of Interactive One. The Cable Television segment deals with TV One\'s operations. The company was founded by Catherine L. Hughes in 1980 and is headquartered in Silver Spring, MD.','Alfred C. Liggins','Silver Spring',Maryland,'Consumer Services',Broadcasting,1466.0,1980.0
'Denny\'s','Denny\'s Corporation Common Stock',DENN,EQ0031300300001000,0.5,0.25,US,0.25,1/8/1998,stock,0.05,16.67,16.815,16.39,244253,637000.4,637000.4,23.88,?,54031971.49,16.39,975313171.0,-6.8399,9.31641,56020300.0,'Denny\'s Corp. operates as a family restaurant chain, which owns and operates Denny\'s restaurant brand. It provides breakfast, lunch and dinner including craveable burgers, sandwiches, salads and entrees. The company also offers appetizers and desserts cater to the late-night crowd. It has various franchised, licensed, and company-owned restaurants across Canada, Costa Rica, Guam, Honduras, Mexico, New Zealand, Puerto Rico  the United States. The company was founded by Harold Butler and Richard Jezak in 1953 and is headquartered in Spartanburg, SC.','John Chris Miller',Spartanburg,'South Carolina','Consumer Services',Restaurants,4000.0,1953.0
'Hilton Worldwide','Hilton Worldwide Holdings Inc.',HLT,EQ0000000031653006,0.5,0.25,US,0.25,12/12/2013,stock,0.05,94.19,94.85,92.03,3180705,4744384.6,4744384.6,115.48,0.62202,272979145.1,81.66,26967917969.0,-54.0201,31.7522,277448000.0,'Hilton Worldwide Holdings, Inc. engages in the provision of hospitality businesses. It operates through the following segments: Ownership and Management  Franchise. The Ownership segment includes owned, leased, and joint venture hotels. The Management  Franchise segment manages hotels and timeshare properties, and license its brands to franchisees. The company was founded by Conrad Hilton on March 18, 2010 and is headquartered in McLean, VA.','Christopher J. Nassetta',McLean,Virginia,'Consumer Services','Hotels/Resorts/Cruise lines',173000.0,2010.0
'Altice USA','Altice USA, Inc. Class A Common Stock',ATUS,EQ0000000056122909,0.5,0.25,US,0.25,6/22/2017,stock,0.05,26.225,27.22,26.21,4744302,7770656.3,7770656.3,31.78,?,338787000.0,20.84,16343930900.0,7.2001,121.05,632995139.0,'Altice USA, Inc. engages in the provision of broadband, pay television, telephony services, proprietary content, and advertising services. Its brands include Optimum, Suddenlink, Lightpath, AMS, News 12 Networks, and News 12 Varsity. The company operates through the Cablevision and Cequel business segments. Altice USA was founded by Patrick Drahi in 2001 and is headquartered in Long Island City, NY.','Dexter G. Goei','Long Island City','New York','Consumer Services','Cable Or Satellite TV',10700.0,2001.0
'China HGS Real Estate','China HGS Real Estate, Inc. Common Stock',HGSH,EQ0000000002036492,1.0,1.0,CN,0.25,9/13/2010,stock,0.05,0.48,0.48,0.44,18805,35238.9,35238.9,1.85,?,13570006.05,0.35,21169000.0,0.123122,6.77321,45050000.0,'China HGS Real Estate, Inc. engages in the provision of land development. It focuses on commercial and residential properties. The Company\'s real-estate properties include multi-layer apartment buildings, sub-high-rise apartment buildings and high-rise apartment buildings. Its projects include the Guangsha Yangzhou Mingzhu, Guangsha Mingzhu Beiyuan, Guangsha Dongfang Mingzhu, and Guangsha Mingzhu Xinju. China HGS Real Estate was founded by Xiao Jun Zhu in 1995 and is headquartered in Hanzhong, China.','Xiao Jun Zhu',Hanzhong,Shaanxi,'Consumer Durables',Homebuilding,142.0,1995.0
'Graphic Packaging International','Graphic Packaging Holding Company',GPK,EQ0018727400001000,0.5,0.25,US,0.25,12/18/1995,stock,0.05,14.27,14.505,14.23,3307644,5918555.2,5918555.2,16.95,2.1645,287521041.2,12.06,3925194336.0,2.56198,19.7577,290325000.0,'Graphic Packaging Holding Co. provides paper-based packaging solutions for a variety of products to food, beverage and other consumer products companies. It also produces folding cartons, kraft paperboard, coated-recycled boxboard and multi-wall bags. The company operates through the following business segments: Paperboard Mills, Americas Paperboard Packaging, and Europe Paperboard Packaging. The Paperboard Mills segment includes the eight North American paperboard mills which produce coated unbleached kraft paperboard and coated-recycled paperboard. The Americas Paperboard Packaging segment includes paperboard folding cartons sold primarily to consumer packaged goods companies serving the food, beverage, and consumer product markets primarily in the Americas. The Europe Paperboard Packaging segment includes paperboard folding cartons sold primarily to consumer packaged goods companies serving the food, beverage and consumer product markets in Europe. Graphic Packaging Holding was founded on December 28, 1992 and is headquartered in Atlanta, GA.','Michael P. Doss',Atlanta,Georgia,'Process Industries',Containers/Packaging,18000.0,1992.0
'Malibu Boats','Malibu Boats, Inc. Class A Common Stock',MBUU,EQ0000000033129736,0.56,0.45,US,0.25,1/31/2014,stock,0.05,42.63,42.725,41.115,89271,230000.8,230000.8,52.13,?,20137585.03,24.79,904505481.0,3.8831,12.1719,20585000.0,'Malibu Boats, Inc. is a holding company, which engages in the design, manufacture, and market of recreational powerboats. It offers performance sport boats, sterndrive, and outboard boats under the Malibu, Axis, Cobalt, and Pursuit brands. It operates through the following segments: Malibu U.S., Malibu Australia, Cobalt, and Pursuit. The Malibu U.S. segment serves markets in North America, South America, Europe, and Asia. The Malibu Australia segment covers the Australian, and New Zealand markets. The Cobalt segment offers Cobalt boats throughout the world. The Pursuit segment involves in the distribution and sale of Pursuit boats throughout the world. The company was founded in 1982 and is headquartered in Loudon, TN.','Jack D. Springer',Loudon,Tennessee,'Consumer Durables','Recreational Products',1835.0,1982.0
'Emerson Radio','Emerson Radio Corp.',MSN,EQ0010051600001000,1.0,1.0,US,0.25,12/28/1994,stock,0.05,0.7657,0.7675,0.7612,13501,9872.6,9872.6,1.38,?,5799724.359,0.735,17339432.0,0.507214,?,21043000.0,'Emerson Radio Corp. engages in the design, sourcing, importation, and marketing of a variety of houseware and consumer electronic products, and licenses its trademarks to others on a worldwide basis. Its products include Microwave Ovens, Compact Refrigerators, Wine Products, Toaster Ovens, Clock Radios, Bluetooth Speakers, Wireless Charging, Massagers, Toothbrushes and Security Products. The company was founded in 1912 and is headquartered in Hackensack, NJ.','Tak Kwong Hon',Parsippany,'New Jersey','Consumer Durables',Electronics/Appliances,23.0,1912.0
Techtronic,'Techtronic Industries Company Ltd American Depositary Shares',TTNDY,EQ0011656300009000,1.0,1.0,HK,1.0,11/5/2001,adr,0.05,42.565,42.93,42.4,11258,23043.9,23043.9,45.73,1.37007,271240000.0,30.88,14805748748.0,4.7604,26.0,365697400.0,'Techtronic Industries Co., Ltd. is an investment holding company, which engages in the manufacture and trade of electrical and electronic products. It operates through the Power Equipment; and Floor Care and Appliances segments. The Power Equipment segment comprises power tools, power tool accessories, outdoor products, and outdoor product accessories for consumer, trade, professional, and industrial users, which are available under the Milwaukee, AEG, Ryobi, Empire, Imperial Blades, Stiletto, Hart, and Homelite brands. The Floor Care and Appliances segment include floor care products and floor care accessories under the Hoover, Dirt Devil, Vax, and Oreck brands plus OEM customers. The company was founded by Chi Ping Chung and Horst Julius Pudwill in 1985 and is headquartered in Hong Kong. TTNDY is listed on the Pink Current market tier. OTC market data is provided by OTC Markets Group, Inc (otcmarkets.com).','Joseph G. Galli','Hong Kong','Tsuen Wan','Consumer Durables','Tools  Hardware',23436.0,1985.0
'Service Corporation International','Service Corporation International',SCI,EQ0010133400001000,0.5,0.25,US,0.25,1/2/1990,stock,0.05,50.41,51.83,50.165,419272,1409738.7,1409738.7,52.74,1.50704,173988339.9,38.92,8639380859.0,5.01129,25.3137,180778000.0,'Service Corp. International engages in the provision of funeral goods and services. It operates through the Funeral and Cemetery business segments. The Funeral segment offers professional services related to funerals and cremations, including the use of funeral home facilities and motor vehicles, arranging and directing services, removal, preparation, embalming, cremations, memorialization, and catering. The Cemetery segment provides cemetery property interment rights, including developed lots, lawn crypts, mausoleum spaces, niches, and other cremation memorialization and interment options. The company was founded by Robert L. Waltrip in July 1962 and is headquartered in Houston, TX.','Thomas L. Ryan',Houston,Texas,'Consumer Services','Other Consumer Services',24594.0,1962.0
'Ameri Holdings','Ameri Holdings, Inc. Common Stock',AMRH,EQ0011056800001001,1.0,1.0,US,0.25,5/26/2015,stock,0.05,1.16,1.16,1.1177,13675,30742.9,30742.9,12.0,?,2193643.166,1.03,2893743.0,0.216367,?,2522000.0,'Ameri Holdings, Inc. specializes in delivering SAP cloud, digital and enterprise services to clients worldwide. Its services center around SAP and include technology consulting, business intelligence, cloud services, application development/integration and maintenance, implementation services, infrastructure services, and independent validation services, all of which can be delivered as a set of managed services or on an on-demand service basis, or a combination of both. The company was founded by Srinidhi Devanur in February 1994 and is headquartered in Suwanee, GA.','Brent V. Kelton',Suwanee,Georgia,'Technology Services','Data Processing Services',390.0,1994.0
'Trip.com Group','Trip.com Group Limited American Depositary Shares',TCOM,EQ0000000000850503,0.5,0.25,CN,0.25,12/9/2003,adr,0.05,30.38,30.65,30.08,1630570,7126487.4,7126487.4,46.5,?,555481070.7,28.55,17864310547.0,1.27268,30.1175,555506624.0,'Trip.com Group Ltd. engages in the provision of travel-related services. It provides hotel accommodations, airline tickets, packaged tours, corporate travel management services, property management systems, and advertising services. The company was founded by Jian Zhang Liang, Min Fan, Nan Peng Shen, and Qi Ji in June 1999 and is headquartered in Shanghai, China.','Jane Jie Sun',Shanghai,Shanghai,'Consumer Services','Other Consumer Services',45100.0,1999.0
'Rave Restaurant Group','Rave Restaurant Group, Inc. Common Stock',RAVE,EQ0011997300001000,1.0,1.0,US,0.25,1/9/2015,stock,0.05,1.34,1.34,1.34,48,16609.8,16609.8,3.6,?,13094672.92,1.05,18915001.0,3.95911,?,15132000.0,'Rave Restaurant Group, Inc. engages in the management and franchising of restaurants. It operates through the following segments: Pizza Inn Franchising, Pie Five Franchising, and Company-Owned Restaurants. The Pizza Inn Franchising and Pie Five Franchising segments establish franchisees, licensees, and territorial rights. The Company-Owned Restaurant segment includes sales and operating results for company owned restaurants. The company was founded in 1958 and is headquartered in The Colony, TX.','Brandon L. Solano','The Colony',Texas,'Consumer Services',Restaurants,45.0,1958.0
'Greentree Hospitality Group','GreenTree Hospitality Group Ltd. American depositary shares, each representing one Class A ordinary',GHG,EQ0000000063152127,0.56,0.45,CN,0.25,3/27/2018,adr,0.05,11.51,11.77,11.46,78435,170663.1,170663.1,15.99,2.01049,?,9.38,1168865967.0,4.35345,19.0065,66789300.0,'GreenTree Hospitality Group Ltd. is a holding company engages in hospitality business. It specializes in the franchise, management, and operation of hotels in China through the GreenTree Inns brand. The company was founded by Alex S. Xu on October 18, 2017 and is headquartered in Shanghai, China.','Alex S. Xu',Shanghai,Shanghai,'Consumer Services','Hotels/Resorts/Cruise lines',2394.0,2017.0
Ferrari,'Ferrari N.V.',RACE,EQ0000000044386984,0.5,0.25,IT,0.25,1/4/2016,stock,0.05,157.55,158.74,155.54,284478,755552.8,755552.8,180.95,0.72204,108934216.4,126.82,38658587365.0,17.964,38.6604,176642824.0,'Ferrari NV is a holding company. It manufactures luxury sports cars. The firm\'s models include the F12Berlinetta, 488GTB, 488 Spider, 458 Speciale, California T, the LaFerrari Hybrid, LaFerrari and the FF four-wheel drive. It participates in car racing such as Formula One. The company was founded by Enzo Anselmo Ferrari in 1939 and is headquartered in Maranello, Italy.','Louis C. Camilleri',Maranello,Modena,'Consumer Durables','Motor Vehicles',4285.0,1939.0
'Imperial Brands','Imperial Brands PLC American Depositary Receipts - Sponsored',IMBBY,EQ0019613900009000,1.0,1.0,GB,1.0,2/8/2016,adr,0.05,20.91,21.2,20.8,94137,550732.5,550732.5,35.58,13.3043,946254000.0,19.64,18795155799.0,3.1624,14.87,946408000.0,'Imperial Brands Plc engages in the manufacture and sell of cigarettes, tobaccos, cigars, rolling papers, and tubes. It operates through the following segments: Tobacco  NGP and Distribution. The Tobacco  NGP segment comprises the manufacture, marketing and sale of Tobacco  NGP and its related products. The Distribution segment comprises the distribution of tobacco  NGP products for tobacco  NGP product manufacturers, including Imperial Brands. The company was founded in 1901 and is headquartered in Bristol, United Kingdom. IMBBY is listed on the OTCQX International Premier market tier. OTC market data is provided by OTC Markets Group, Inc (otcmarkets.com).','Joerg Biebernick',Bristol,Bristol,'Consumer Non-Durables',Tobacco,32300.0,1996.0
'WW International','WW International, Inc. Common Stock',WW,EQ0096897500001000,0.56,0.45,US,0.25,11/15/2001,stock,0.05,29.97,30.68,29.74,713628,2685807.2,2685807.2,47.19,?,61380989.53,16.71,2022840088.0,-2.907,17.4487,67428000.0,'WW International, Inc. engages in the provision of weight management services. It operates through the following geographical segments: North America, United Kingdom, Continental Europe and Other. The North America segment consists of United States and Canada Company-owned operations. The United Kingdom segment includes United Kingdom Company-owned operations. The Continental Europe segment comprises of Germany, Switzerland, France, Spain, Belgium, Netherlands, and Sweden Company-owned operations. The others segment offers Australia, New Zealand, Mexico, and Brazil Company-owned operations, as well as revenues and costs from franchises in the United States. The company was founded by Jean Nidetch in 1963 and is headquartered in New York, NY.','Mindy F. Grossman','New York','New York','Consumer Services','Other Consumer Services',17000.0,1963.0
XpresSpa,'XpresSpa Group, Inc. Common Stock',XSPA,EQ0000000010465702,1.0,1.0,US,0.25,7/27/2010,stock,0.05,0.7,0.7,0.6432,52284,87376.2,87376.2,5.45,?,8249823.555,0.55,11598106.0,3.81696,?,15153000.0,'XpresSpa Group, Inc. is a health and wellness services company. It operates through XpresSpa,is an airport retailer of spa services. The XpresSpa offers travelers spa services, including massage, nail and skin care, as well as spa and travel products.The company was founded by Jonathan Medved and David Goldfarb in January 9, 2006 and is headquartered in New York, NY.','Douglas Satzman','New York','New York','Consumer Services','Other Consumer Services',703.0,2006.0
Cinemark,'Cinemark Holdings, Inc.',CNK,EQ0000000003242672,0.5,0.25,US,0.25,4/24/2007,stock,0.05,24.43,24.525,22.66,1342998,4636245.8,4636245.8,43.51,5.82053,105942000.0,22.66,3041239990.0,1.9705,14.81,117151000.0,'Cinemark Holdings, Inc. is a holding company, which engages in the provision of motion picture exhibition through its subsidiaries. It operates through the U.S. and International segments. The company was founded by Lee Roy Mitchell in 1984 and is headquartered in Plano, TX.','Mark Zoradi',Plano,Texas,'Consumer Services',Movies/Entertainment,22000.0,1984.0
Rollins,'Rollins, Inc.',ROL,EQ0010127900001000,0.5,0.25,US,0.25,1/2/1990,stock,0.05,38.9,39.41,38.645,318139,1291056.6,1291056.6,43.91,1.22731,140653675.8,31.36,12259427734.0,15.6982,62.9791,327442000.0,'Rollins, Inc. engages in the provision of pest and termite control services through its wholly-owned subsidiaries to both residential and commercial customers in North America, Australia, and Europe. Its subsidiaries include Orkin, LLC, Orkin Canada, Western Pest Services, The Industrial Fumigant Company, HomeTeam Pest Defense, Rollins Australia, Rollins Wildlife Services, and Rollins UK. The company was founded by John W. Rollins and O. Wayne Rollins Sr. in 1948 and is headquartered in Atlanta, GA.','Gary W. Rollins',Atlanta,Georgia,'Consumer Services','Other Consumer Services',14952.0,1948.0
Meredith,'Meredith Corporation',MDP,EQ0010098000001000,0.5,0.25,US,0.25,1/2/1990,stock,0.05,24.0,24.0,22.93,537713,1454760.5,1454760.5,60.95,9.32237,39228162.85,22.93,1581715149.0,1.24427,?,45340500.0,'Meredith Corp. engages in television broadcasting and magazine advertising business. It operates through the Local Media and National Media business segments. The Local Media segment includes television stations and offers websites, mobile-optimized websites, and mobile applications. The National Media segment consists of national consumer media brands delivered via multiple media platforms including print magazines and digital and mobile media, brand licensing activities, database-related activities, and business-to-business marketing products and services. The company was founded by Edwin Thomas Meredith in 1902 and is headquartered in Des Moines, IA.','Thomas H. Harty','Des Moines',Iowa,'Consumer Services','Publishing: Books/Magazines',5670.0,1902.0
Cintas,'Cintas Corporation Common Stock',CTAS,EQ0010171000001000,0.5,0.25,US,0.25,1/3/1994,stock,0.05,280.54,281.45,275.495,233518,822196.0,822196.0,304.81,0.91202,87516147.27,191.91,27674541016.0,9.33834,32.7669,103751000.0,'Cintas Corp. engages in the provision of corporate identity uniform through rental and sales programs. It operates through the following segments: Uniform Rental and Facility Services, First Aid and Safety Services, All Other, and Corporate. The Uniform Rental and Facility Services segment consists of rental and servicing of uniforms and other garments including flame resistant clothing, mats, mops and shop towels, and other ancillary items. The First Aid and Safety Services segment comprises of first aid and safety products and services. The All Other segment includes fire protection services and its direct sale business. The Corporate segment consists of corporate assets such as cash and marketable securities. The company was founded by Richard T. Farmer in 1968 and is headquartered in Cincinnati, OH.','Scott Douglas Farmer',Cincinnati,Ohio,'Consumer Services','Other Consumer Services',45000.0,1968.0
'Melco Resorts  Entertainment','Melco Resorts  Entertainment Limited American Depositary Shares',MLCO,EQ0000000003041993,0.5,0.25,HK,0.25,12/19/2006,adr,0.05,16.98,17.16,16.81,2142188,4308122.5,4308122.5,26.97,3.74831,509229000.0,16.485,8830033203.0,3.5856,18.17,509229109.7,'Melco Resorts  Entertainment Ltd. engages in owning, management, and development of casino gaming and entertainment resort facilities. It operates through the Macau and Philippines geographical segments. Its businesses include City of Dreams, Altira Macau, Studio City, Mocha Clubs, Taipa Square Casino, and City of Dreams Manila. The company was founded on December 17, 2004 and is headquartered in Hong Kong.','Yau Lung Ho','Hong Kong','Central  Western','Consumer Services',Casinos/Gaming,21413.0,2004.0
LKQ,'LKQ Corporation Common Stock',LKQ,EQ0000000000689570,0.5,0.25,US,0.25,10/3/2003,stock,0.05,29.25,29.25,28.64,1038617,3521557.6,3521557.6,36.63,?,304240537.0,24.44,9085438477.0,1.831,17.178,307148000.0,'LKQ Corp. engages in providing alternative parts to repair and accessorize automobiles and other vehicles. It operates through the following segments: Wholesale-North America, Europe and Specialty. The Wholesale-North America segment includes Glass and Self Service segments. The company was founded by Donald F. Flynn in February 1998 and is headquartered in Chicago, IL.','Dominick Paul Zarcone',Chicago,Illinois,'Consumer Durables','Automotive Aftermarket',51000.0,1998.0
